Nama,Ulasan,Tanggal
Emily,Dulu pergi ke sini untuk mencari jajanan tradisional Kotagede yang terkenal bernama 'kipo'. Pasar ini sangat ramai di Legi dalam kalender Jawa sehingga Anda hampir tidak bisa bergerak. Dekat dengan beberapa tempat bersejarah di Kotagede.,2020-10-14
Noud Peters,Senang melihatnya sebagai turis. Berbeda sekali dengan di Belanda,2023-10-14
retno indarti,"Legendaris.. berbagai item tersedia. Teruta di hari pasarnya.. cuma kurang resort, JD terasa kepanasan",2020-10-14
Andreas Raharto Condrobimo,"tempat warisan budaya memiliki jalan sempit, ramai setiap pagi...memiliki banyak makanan tradisional yang lezat",2020-10-14
Bunda Astuti,Bagus dan lengkap,2024-08-14
Om Santo,"Tempatnya ramai tapi harganya lebih murah dibandingkan pasar lain, dan banyak jajanan klasik khas Indonesia yang dijual di pasar tradisional ini.",2019-10-14
Tommy Fanggidae,Pasar tradisional yang bagus dengan harga murah dan kualitas produk bagus.,2023-10-14
Sumardi Sumardi,henshop siap..hub.08199947&5720,2020-10-14
Retno Agustiawati,Beras gudang......enak😋😋😋 …,2021-10-14
Abang Buryam,"Bersih, lengkap dan kadang ramai banget apalagi di "" legi (hari pasaran)""... Senang belanja disini",2017-10-14
Hendro Sulistyo,"Banyak toko yang menjual perhiasan perak dengan harga serupa, jadi kami punya banyak pilihan",2019-10-14
reza rizki,Anda bisa makan mie pentil mie tradisional dan minum es dawet,2017-10-14
Ngadimin Srowot,"Suasana luar biasa, makanan lezat dengan harga terjangkau dan orang-orang yang sangat ramah.",2021-10-14
love boys,"Saya suka tempat ini. Jika Anda menyukai sejarah dan budaya, tempat ini sangat bagus untuk mempelajari sesuatu yang baru.",2017-10-14
Eduardus Ardi N,Masih bisa melihat situasi tradisional. Camilan enak dan makanan tradisional.,2021-10-14
shega alfiana,pasar sibuk dan area parkir sangat ramai. bisa membeli apa saja di sini,2022-10-14
Dwi Hartanto,Menyenangkan rasanya pergi ke pasar malam di kota besar untuk menyantap berbagai jenis makanan,2020-10-14
Tommy Suryaputra,"Pengaturan warung yang kacau, yang terbaik adalah mengalaminya sendiri dan mengharapkan hal yang tidak terduga untuk dilihat di sana.",2021-10-14
niwde asir,Anda bisa mendapatkan berbagai macam masakan lokal di sini,2018-10-14
Anoe,"Ini adalah pasar tradisional, orang-orang akan pergi ke sana terlepas dari penilaian saya.",2021-10-14
Muhammad Rheza Gradiyanto,Pasar tradisional.. Dikelilingi oleh tempat bersejarah.. Terbaik untuk wisatawan..,2017-10-14
RantoHadiyatmoko Kokozenfone,"Banyak makanan tradisional di sore hari, sayur segar di pagi hari",2019-10-14
Agustinus Totok Pitoyo,Ini adalah pasar tradisional yang masih sangat dijaga kelestarian tradisionalnya. Masih bernuansa pasar masa lalu.,2018-10-14
jayari yk,Banyak pedagang kaki lima yang menjual pakaian bekas,2017-10-14
Muflika Sari,Gayatri merah..pulen bagus👍👍 …,2020-10-14
cheedy cheedy,Pasar tradisional tua yang luar biasa. Disarankan untuk berkunjung saat berkunjung ke yogyakarta,2017-10-14
Transport Jogja,Pasar lokal dengan banyak makanan lokal,2023-10-14
satria pasir,"Pasar tradisional bersih, selalu ramai. Sebagian besar produknya murah.",2020-10-14
邱陳素香,Ini bukan pasar tapi pedagang pinggir jalan!,2019-10-14
adhie maqui,Legenda,2024-08-14
Muhammad fauzan,"Anda dapat mencari kebutuhan Anda, ada beberapa makanan dan minuman, dan harap bersih. hehe",2020-10-14
Aryo Ardanto,Pasar tradisional tertua sejak berdirinya Kerajaan Mataram Islam,2020-10-14
Kalandra Gati,Merekomendasikan,2022-10-14
R P,Tempat yang sangat ramai saat fajar dan pagi hari. Lebih baik jangan melewati tempat ini.,2017-10-14
Wahyuningsih Puspito,pasaran hewan tidak legi...macet ini jalan ke sinih,2019-10-14
Siddiq “Angsten Dimas” Muhammad,Tempat yang bagus untuk merasakan tempat warisan pasar tradisional.,2020-10-14
Rifkiismadi Ismadi,Tempat dimana semua kelompok bercampur,2017-10-14
100_ Hoki,Mntab,2022-10-14
Kue Tristan,"Pasar tradisional tapi masyarakatnya bersih, nyaman dan ramah",2019-10-14
Muthohar Asyrofi,"pasar tradisional dengan pemandangan bagus, tampak seperti kota tua",2019-10-14
Joko Nugroho,Bagus tapi lebih banyak pengaturan lalu lintas dan kebersihan,2020-10-14
Sabil,Pasar selalu ramai. Suka itu,2020-10-14
Danh Nguyen,Tempat lokal yang bagus untuk semua yang Anda butuhkan,2022-10-14
Didin Jamaludin,"tempat ini ajaib, kamu harus mengunjunginya setelah jam 5 sore untuk kuliner lokal",2017-10-14
Dhoni Bayu Mahendra,"tempat ""makan sepuasnya"" yang sebenarnya 😁 …",2016-10-14
Gombloh Arjit,Mungkin aku akan menjualnya disana...,2014-10-14
Alfi Hernawan,Cara dan tempat yang menarik untuk mencari makanan tradisional,2019-10-14
Jess Tan,Pasar lokal yang bagus dengan paparan budaya lokal yang bagus!,2019-10-14
Heryx VShoot,Pasar ramai setiap pasar legi,2016-10-14
Ristra Ciptaningtyas,"Hadiahnya murah, makanannya enak, penjualnya ramah",2019-10-14
Fransis Xavier Satriyo Dwi Nugroho,tempatnya rapi tapi parkir mobilnya sulit,2021-10-14
Harsya,Legenda,2022-10-14
Sigit Abhista,Hidup selamanya... membuatku merindukanmu,2021-10-14
Christian Gregorio Purba,Tempat yang bagus untuk mencari makanan lokal,2019-10-14
Indah Sentani,menyelesaikan item. harga yang adil.,2021-10-14
Shety Ara,Kerumunan baik tapi tertib,2018-10-14
Kusumaningati Sulistya Wardhani,Salah satu pasar tradisional besar di Yogyakarta.,2020-10-14
Pria Priyayi,Tempat yang sejuk untuk menghilangkan stres,2020-10-14
Aurelia Reza Hayuwardhani,Berbagai makanan jalanan tersedia! enak!,2019-10-14
arif meratus,Bersih dan istimewa,2019-10-14
zara here!,besar tapi pengap di dalam,2022-10-14
Uning Rini,Banyak makanan tradisional di sana,2019-10-14
agus santosa,Itu nyaman.,2020-10-14
Anna Mei,Banyak makanan,2022-10-14
Sisca J E,pasar tradisional tua dan besar di daerah tersebut.,2017-10-14
Susanto Wicaksono,Tidak banyak yang bisa dilihat.. atraksi lokal..,2017-10-14
samsaptono tuan,Tambahkan pohon mbois e,2022-10-14
"Reku Hizaki, drg",Tempat yang bagus untuk belanja sehari-hari.,2021-10-14
Android 17,Bagus dan sehelai rambut lebih murah,2017-10-14
Rian Hidayatullah,Sangat tradisional,2017-10-14
Kang Kanoel,Pasar tradisional dengan barang bervariasi,2017-10-14
Harning Nadia Wursattana,Banyak jajanan di sore hari,2021-10-14
Ky Perdana,Senang pergi ke sini di akhir pekan,2019-10-14
Anggia Murni,Kerja bagus,2020-10-14
Guillaume Lajarige,"Makanan enak, orang-orang menyenangkan",2019-10-14
Pegawe Negeri,Pasar tradisional dengan pemandangan masa lalu.,2018-10-14
athaya keisha,Pasar rakyat merupakan pasar tradisional,2017-10-14
ariyadi purnomo,"Tempatnya ramai, dekat kerajinan dari perak",2019-10-14
Sentot Roma,Banyak orang,2021-10-14
Jibran Mandosir,Bingkai ayam...,2022-10-14
Febe Emerald,Tongseng di tengah Pasar Tradisional,2019-10-14
ika satriani,Pasar tradisional yang bagus,2020-10-14
Oktavianus Kurniadi,Tempat yang sangat ramai di pagi hari,2021-10-14
Nuansa Foill,Hotprin,2023-10-14
Lelita Yuliana,Itu pasar tradisional,2020-10-14
Anuradha Goyal,Pusat budaya Yogyakarta di Jawa,2017-10-14
Kusuma Astuti,dingin di halaman,2018-10-14
Guntur Sujiwo,siiiip,2021-10-14
Rusdi Ar,Pasar yang ramai,2021-10-14
꧁༺ AghoS ༻꧂,#Corona 😷 …,2020-10-14
woto cetak&hotprint,Pengiriman,2021-10-14
kartika wulandaru,Dia sakit,2020-10-14
Qadry Pratama,ttadi,2020-10-14
Zikri Rahardian,salah ketik,2019-10-14
Frida Meylina,Oke,2020-10-14
hamim ibrahim,Oke,2020-10-14
yanuar suhendar,Legenda,2022-10-14
Rayhan Gunaningrat,Unik,2017-10-14
SiMunGiL Mei,Salah satu sorotan tahun ini,2019-10-14
Jajang Jakaria,Bagus,2017-10-14
Deti Prasetyaningrum,Penuh sesak,2019-10-14
Sopyan Ahmadi,Sangat tradisional,2021-10-14
Jeremiah Kurniawan,Terima kasih..,2017-10-14
Taufiq Muhammad,pelayanan bagus... 👍 …,2018-10-14
dimas zaen,Ya,2018-10-14
Nova Putra Utama,pintunya terbentur,2018-10-14
Hari Suparwito,peninggalan Yogyakarta...,2019-10-14
Wahyu Ernaningsih,"Pasar Legi Kotagede, pasar tertua di Jogja dengan suasana kota lama yang menyenangkan. Menikmati jajanan dan makanan dari pagi sampai malam sambil menikmati banguan tua yang jadi cagar budaya. Bisa cari makanan khas jogja seperti Kipo, Roti …",2024-09-30
Khikma afifah,"Tempatnya ramai banyak pilihan untuk dibeli
Ada Snack jajanan pasar yang banyak aneka macam, tempat kopi, warung makan, toko sayur buah …",2024-07-14
Kurnia Damar,Pasar yang paling sering saya kunjungi (kawasan sekitarnya). Menarik karena terletak di kawasan wisata banyak situs bersejarah peninggalan mataram. Terlebih lagi banyak penjaja makanan yang bervariasi di sekitar kompleks pasar. Bahkan penjaja makanan di sini sampai tengah malam. Sata malam akan lebih syahdu.,2024-08-14
RIZKIANA RAHMAWATI,Nyari jajanan sore-sore pas banget banyak banget yang jualan. Cobain bakso bakarnya yg dipojok pasar plis enak bangetttttttttttt,2024-07-14
Widyanarto wibowo,"Pasar malam menyediakan makanan enak dan terjangkau..mulai dari siomay batagor, ronde, sate sapi, gorengan, ramesan..",2024-07-14
andah retno,"Beberapa kali lewat Pasar Legi Kota Gede blm sempet untuk mampir. Kmrn ditempatkan mampir, banyak jajanan tradisional yg unik dan rasanya enak....",2024-08-14
Ana Miramanti,"Cari snack di pasar ini, di sisi barat. Lengkap banget macamnya. Beberapa snack tradisonal juga ada di sini. Yang pasti Kipo, snack khas Kotagede, bisa didapat di sini.",2024-07-14
Wibowo Agung Nugroho,"Jalan jalan sore disini terasa ambience slow living, kalem, indah.
Banyak jajanan dan kuliner yg menarik buat dibeli
Orang-orang sekitar juga ramah",2024-09-14
Nur Hidayat,"Ini tempat paling nyaman kalau pagi, suasananya, jualannya juga murah, jajan jadul ada semua",2024-07-14
Dias Navara,"Kesini sore sore, banyak jajanan atau pun lauk pauk. Kalau pagi lebih ke pasar pada umumnya. Tapi kalau sore bisa nemuin berbagai macam makanan yang zaman dulu atau trend makanan sekarang seperti dimsum. Recommend buat beli surabi nya harga …",2024-04-14
Eka,"Pasar tradisiinal yg bersih dan pedagang ramah.. Klo kesini pasti mampir beli jamu.. Jamunya asli langsung diracik oleh ibu penjual jamu sesuai request kita..
Oia ada yg jual getuk singkong n talas juga.. Jajanan pasar masa kecil yg bikin nostalgia.. Terimakasih",2024-05-14
Wulan Prastiwi,"Ke sini pas pasaran. Padatnya. Seneng lihat geliat ekonomi rakyat masih membara. Saran, kalau ke sini sebaiknya motor diparkir supaya tidak mengganggu para pembeli yang lain terutama yang di area luar pasar. Kemarin ke sini beli ayam untuk diternak. Harga? Pinter-pinter nawar aja. Para pedagang ramah-ramah.",2024-02-14
Lely Elated,"Sebelum ke masjid agung kota gede mending mampir ke sini dulu deh

Ada beberapa kuliner yg bisa dicobain …",2024-08-14
HullaHoop Pop,"Sangat lengkap, harga bersahabat, dan juga cocok banget buat mereka yang suka eksplore kuliner karena emang banyak banget yang jualan jajan disini.
Vibes tradisional nya juga kerasa banget disinii 🙌 …",2024-03-14
Wulan Suryaningrat,"Selalu suka belanja disini. Vibes pasar tradisional nya kerasa sekali. Banyak jajanan pasar. Pagi banyak aneka sayuran dijual, makanan makanan juga banyak, getuk, dawet, dll. Sore hari syahdu juga suasananya. Ada putu, lopis, cenil, gorengan, dll.",2023-10-14
s. MaRtiNea,"Paling suka kulineran disini,, segala macam kulineran ada disini,, mulai dr jajan pasar,, camilan,, lauk pauk,, makanan ringan, sedang,, berat.. Apapun ada.",2024-06-14
Okvania Sella,"Spot nongkrong yang tempat nya enak, atmosfernya jaman dulu banget.
Komplit jajananan disini. Tapi paling suka bakso tusuk ini, dulu cuma ada bakso biasa (godog) . Sekarang ada bakso goreng nya. Ada yg ukuran kecil. Ada yg gede. …",2024-05-14
Nur Rohimah,"Pasar yg bersih dgn harga yg murah di depan pasar ada yg jual baso dan es dawet enak ,serabi solo",2024-05-14
edywaluyo nugroho,"Salah satu pasar legendaris di Jogja, banyak yang jualan kue kue jajanan pasar disepanjang jalan.bentuk bangunannya terlihat khas jaman dulu",2024-06-14
YANIO UROPMABIN,"Lok:sitlumokasikin,mukonka kasawi
Distrik Okbape kabupaten pegunungan Bintang west papua
News wilayah terindah dan hijau  pilem mata kota kenangan
Kode pos:99030",2024-07-14
Nada Safitri,"Pasar Legi Kotagede merupakan pasar Tradisional tertua di Yogyakarta yang masih menggunakan hari pasaran Jawa sebagai patokannya. Pasar ini ramai setiap harinya menjual berbagai kebutuhan pokok sehari-hari, namun saat memasuki hari pasaran …",2024-02-14
Rakhma Kusuma Wardhani,"Kesini pas ada event Pasar Lawas, banyak jajanan jadul:

Glali 3k …",2023-10-14
Octavianus Pratama,"Pasar Legi Kotagede adalah salah satu pasar tradisional tertua dan paling ikonik di Yogyakarta. Terletak di kawasan Kotagede, pasar ini tidak hanya menjadi pusat aktivitas ekonomi, tetapi juga menyimpan nilai sejarah dan budaya yang sangat …",2024-09-23
Isti Marwati,"Pasar legi kotagede adalah pasar tradisional yang menjual berbagai kebutuhan sehari-hari, seperti sayuran, buah2an, sembako, pakaian dan lain2. Pasar legi kotagede  lumàyan luas, bersih dan juga komplit, harganyapun terbilang muràh 👍👍 …",2024-09-23
Tikno,Pasar yang cukup lengkap menyediakan berbagai kebutuhan pokok. Banyak penjual makanan dari jajanan pasar sampai makanan berat seperti sate dan tongseng juga ada. …,2024-02-14
Galih Setyo,"Banyak makanan di pasar kotagede mulai camilan hingga makanan berat. Kali ini nyoba beli tongseng depan pasar. Tongsengnya enak, ada sayuran kobis & tomatnya. Seger..",2024-01-14
Nathaniel Davin Eka Putra,"Jajan es dawet di depan pasar legi kotagede, murah dan enak. Sayang ada tukang parkirnya, harusnya jajan murah jadi mahal. Tapi makanan disini enak enak kok, recommended",2024-10-07
Efi Kurniyawati,"Lokasi: Berada di daerah kotagede

Interiornya: Pasar biasa yang cukup ramai dari pagi sampai sore …",2024-04-14
Rindi Antika,"Banyak jajanan tradisional dan jajanan yang unik2, kalo mau cari apa aja ada disini, mulai dari peralatan dapur seperti pisau, baju, makanan, terdapat juga cumi dan ikan laut",2023-12-14
Ahmad Mudatsir Gede Prabawa,"lengkap dari jajan pasar, jajanan anak-anak  hingga kebutuhan rumah tangga maupun alat-alat pertanian, perlengkapan dan peralatan listrik juga ada di pasar ini. apalagi setiap hari pasarannya (legi) yang merupakan puncak aktifitas jual beli …",2023-10-14
Haryono Brebes,"Permak Levis bisa ditunggu.
Ibunya juga telaten jahitnya..",2024-09-23
Nindy Arisanti,"Warung sederhana,menyediakan aneka minuman,mie,Snack,sabun,dll",2024-05-14
Tethaa Wiidyaa,"Pasar gede yang berada di kota gede , yaa memang besar sih pasarnya ..
Komplit dari barang² jadul juga masih tersedia disini ..
Makananpun juga macam macam jenisnya ,
Ramainya setiap pasaran Legi ..",2023-10-14
rachmawati dewi,"Jalan jalan kesini pagi hari. Segala ada, dari sayuran, lauk pauk dan makanan. Hanya saja untuk parkir mobil susah",2024-01-14
rizal reptile,"Surga nya jajanan tradisional
Apa lagi kalau malam hari
Lebih melimpah lagi penjual jajanan nya",2024-07-14
Luk-Luk Suraya,"Pasar yg dari kecil diajak bapak kesana, tiap legi pasti kesana beli makanan tradisional, ikan hias, dll. Semenjak dewasa jajan tiap sore atau malem disini, banyak yg jualan makanan dan hiburan buat anak-anak.",2023-10-14
Iyaini Anggi,Selamat atas buka cabang baru Pangsit Pedas Sebelas🕊️ …,2024-05-14
Rizkah Giyasusanti,"Yang paling di cari kalo ke pasar legi itu jajanan pasarnya seperti kipo, kue kembang waru, jadah manten, dan masih banyak lagi.
Tidak lupa untuk mampir minum jamu di jamu batok, sayang tidak sempat foto …",2023-10-14
FAJAR Htt,"Yg suka jajan jamu tradisional bisa hunting ke sini, ada di teras sebelah Utara pasar dan di barat pasar yg biasanya laris.
Buka sore kl beruntung sore-sorenpasti lumayan antri. …",2023-11-14
Soraya,"Pasar yg wajib di datengin kalau lagi mudik, sehari bisa 2x bolak balik ke pasar ini",2024-02-14
David Setiawan,"Salah satu pasar legendaris di Jogjakarta..
Sekitar pasar masih banyak bangunan jaman belanda yang berdiri kokoh..
Akses mudah dan cepat lewat dari Ring road Timur.. …",2021-10-14
Wahid Hariyadi,Di depan nya ada bakso dan es campur enak. Kalo mau minuman yang lain ada es dawet yg enak juga.,2024-09-30
jwfpa,sesuai dengan namanya pasar ini akan lebih ramai dan bervariasi dagangannya ketika hari Legi (salah satu dari lima hari yang digunakan oleh kalender Jawa) …,2024-08-14
R Kakung Wahyu W,"Pasar Legi Kotagede setiap hari buka dan banyak pedagang yang jualan di sini.
Selama pandemi Covid ini disediakan tempat cuci tangan di setiap pintu masuk ke pasar Kotagede. …",2021-10-14
Cle's Production,"Buat yang cari snack untuk acara apapun bisa dimari, pagi maupun sore tersedia dan lengkaaapp... …",2023-10-14
Putri Thalia Wulandari,"sangat lengkap mulai dr jajanan pasar, sayur mayur, ayam, daging, ikan, buah, dll.",2024-04-14
Daniar Caca,"Lengkap berbagai macam jenis dagangan. Mulai dari sayuran, daging - Ayam-potong , ikan, buah, snack jajanan modern tradisional , minuman Jamu,  makanan matang,  hingga baju dan peralatan. dll.",2021-10-14
Riyadi Hidayat,Sanggar Berkisah Kak Aris tempat belajar anak yg menyenangkan.,2024-07-14
Tofa Yulian,"Persis dengan daerahnya..pasarnya gede dan ramai.

Apa aja ada disini..pasarannya keknya Setiap legi.. tapi ga tau..tiap hari selalu ramai..mungkin karena dekat dengan makam raja raja Mataram dan masjid Mataram.",2024-07-14
Kotagede heritage homestay,"Pasar Legi Kotagede..sudah ada sejak jaman Mataram islam, dan menjadi saksi bisu pembagian kerajaan menjadi 2, yaitu kasunanan Surakarta dan Kasultanan Yogyakarta..dan juga pasar ini merupakan  pasar tertua diyogya, pasar Kotagede biasa …",2019-10-14
Fajar Ujiantoro (Fajar Loe),"Pasar ini cocok banget buat traveler yang mau explore old town ala jawa. Jd biasanya old town kan dihiasi bangunan kolonial,kalo ini bangunan jawa,limasan & joglo,sangat kuat. Proud!!! Yang super unik adalah pasar kuno ini masih sangat …",2019-10-14
Melita,"Pasar yang gak pernah sepi, Deket dengan kos saya. Banyak jajanan jugaa jadi gak bingung mau cari jajan, bahkan jual kue tradisional nya juga ada lengkap banget. Kalo saya seringnya jajan pentol beh jadi favorit sampe sekarang wkwkwk.",2024-06-14
KhoiroeL Hidajat,"pasar tradisional berorientasi modern dengan kondisi pasar yang bersih rapi dan tertata rapi, representasi kotagede dengan orientasi modern tanpa meninggalkan identitas ketradisionalan dan kedaerahannya. kekurangan mungkin hanya terkait pengaturan lalu lintas kendaraan di area depan pasar yang sering membuat macet.
overall 👌 …",2022-10-14
Vivera Siregar,"Lokasi Kotagede Yogyakarta, kawasan produsen perak. Pasarnya menarik dan jenik dengan kue² jajan pasar yang dijual sore hari.  Pasar ini terletak tidak jauh dari area pemakaman raja² Mataram dan masjid Kota Gede.",2023-10-14
Muhamad Habibi,"Pasar kota gede atau kotagede market mwrupakan pasar tradisional di kota yogyakarta.
Banyak penjual kebutuhan sehari hari seperti beras, makanan matang, sayur, gore …",2019-10-14
Maulin nayla,"one of daerah tua di Yogya, banyak jualan makanan tradisional so taste",2024-03-14
Yudit Christiawan,"Pasar besar di kota Jogja, dekat dengan makam raja Mataram.
Pada pagi hari dipenuhi penjual sayur buah dan bahan makanan segar..
Pada malam hari, mulai dipenuhi berbagai jajanan tradisional",2022-10-14
Rizqi Fajriansyah,"Kalau malam banyak yg jual makanan, banyak jual penjual barang2 elektronik, barbel, baru akik, ataupun yg lainnya. Kalau pagi banyak penjual sayur dll.",2024-02-14
la afrina,"tempat dengan banyak ajjanan, mulai dari yg manis hungga asin, tradisional maupun kekinian. range harga mulai dari Rp.500-Rp.10.000",2024-09-14
Keperluan Penelitian,Ke Pasar Kotagedhe mau coba semua jajanan pasarnya. Sayangnya saya ke sini jam 12 siang dan banyak lapak pedagang sudah tutup. Sebaiknya ke sini di pagi hari atau hari pasar. Kulineran juga ada pada sore hari tapi saya hanya sebentar jadi tidak sampai sore.,2023-11-14
Lusiana Diyan,"Pasar tradisional yang masih sangat terjaga history nya dan masih ramai, kebersihannya juga terjaga dengan baik jadi meski pasar tradisional masih nyaman untuk berbelanja",2024-09-14
Eva fauziah,"Berbagai macam ada disini, dari makanan cepat saji, sandal sepatu, buah jajanan pasar. Berbagai macam wisatawan pernah berkunjung kesini untuk sekedar nyicip makanannya",2024-08-14
Widya Pangestika,"Suka kesini kalau pas sore2 banyak bgt yg jual jajanan dan makanan. Jajanan pasarnya banyak pilihanya, dan banyak juga yg jual sayur mateng.",2023-10-14
Lasmi Lestari,"Kalo kesini tentu nyari makanan tradisional,getuk,bakmi,dawet,dll
Lumayan nggak serame sepadat dulu karena pasar burungnya sudah pindah tempat",2024-06-14
abdul azis Mawardhi,Banayak menyediakan jajan pasar unik di pasar kotagede. Yang mau mampir jangan lupa mie penthil sama dawet ijonya,2024-01-14
Murdiyanti Cemunk,"Aku kalo kulakan camilan di dalam pasar Kotagede.
Pasar barang lengkap dan diskitarnya ada swalayan besar juga.
Berbagai makanan /snek & makanan tradisionalnya enak2.",2024-08-14
kodok 23,Tempat jual beli yang sudah ada sejak lama... Pasar TRADISIONAL ini sudah mulai aktifitas sejak dini hari.. sayuran datang dari berbagai daerah untuk di jajakan disini untuk di kulakan kepada pedagang sayuran kecil...  Jika malam hari di …,2021-10-14
aghan raafiud,"Salah satu pasar legendaris di Jogjakarta..
Sekitar pasar masih banyak bangunan jaman belanda yang berdiri kokoh..
Akses mudah dan cepat lewat dari Ring road Timur.. …",2023-10-14
Muhammad Muchlis,Pasar Kotagede ini merupakan pasar tertua di Yogyakarta. Pasar ini dibangun pada masa kerajaan Mataram tepatnya pada masa pemerintahan Panembahan Senopati di abad-16. …,2022-10-14
Mhmmd Muchlis,"Ulasan singkat profil pasar Kotagede ?

Pasar Kotagede ini merupakan pasar tertua di Yogyakarta. Pasar ini dibangun pada …",2022-10-14
langit ramadhan,"Berburu kuliner lokal di pasar itu menyenangkan. Pasar Kotagede salah satunya, banyak aneka jajan pasar dan juga makanan matengan dijual di sini. Khasnya adl kipo, manis gurih. Pasar itu rasanya tak pernah sepi, ramai selalu",2023-10-14
Restu Anjar S,"Di bagian luar anda dapat menjumpai para pedagang yg berjualan, dari mulai gorengan, es tebu, es buah, es oyen, jamu, serabi, bahkan bakso, cilok, dan masih banyak di sebelah barat terdapat aneka snak dan bagian dalam terdapat banyak penjual sayuran, bahan pokok, hall buat masak mau pun kemasan.",2024-04-14
atika ainnur,Banyak makan tradisional kota gede yg murah meriah dan enak,2024-08-14
Tareq Kemal Pasha,Pasar kotagede salah satu tempat bersejarah di jogja. punya ambience yang khas Pasar Kotagede yang dekat dengan kompleks kasultanan mataram selalu cocok untuk dikunjungi entah untuk wisata atau sekedar mencari jajanan pasar. Di waktu tertentu pasar ini menjadi pusat jual-beli burung hias di jogjakarta,2022-10-14
Mas Day,Pasar ini konon sudah ada sejak zaman kerajaan mataram pada abad ke-16 dan termasuk pasar tertua di Yogyakarta. …,2018-10-14
Mahfud Roid Fatoni,"Jika ingin mengenal historis, budaya Mataram paling pas jika ke pasar legi Kota Gede. Rekomendasi pagi hari untuk sarapan di sekitar pasar lalu lanjut travel ke beberapa tempat di sekitar Pasar Legi",2021-10-14
Alifa Azzahra,"Awalnya bingung mau beli bahan kue di mana, soalnya toko yang biasanya beli tutup, akhirnya ke pasar ini dan ada semua bahan²nya",2024-09-14
Hariadhi,"Bagus, rapi, tidak becek apalagi bau. Harga-harga murah. Penjualnya ramah. Yang agak menyulitkan hanya toilet, tapi tersedia kok di ujung timur walau harus berkali-kali terhalangi orang berdagang …",2019-10-14
ARSA Khiar,"Selalu suka suasana sorenya...🤗🤗
Bisa jajan sepuasnya 😅 …",2024-06-14
Djeladjah,"Selalu ngangenin.suasananya dan makanannya. Jajanannya menarik semua apalagi kalau sore. Dari mulai jajaran kue basah, jamur krispi n gorengan panas, jamu jawa, serabi hangat, apem, kipo, dan terutama mie goreng, sego goreng, cap jae, dan …",2019-10-14
Nan Ady Wibowo,"Pasar ini sudah punya sejarah panjang, banyak momen teejadi disana.
Sore itu banyak sekali penjual makanan disana, harganya pun cukup terjangkau, nasi campur lengkap dengan telur ceplok dibawah 15 ribu Rupiah. …",2023-10-14
Bagus Subekti N,"Toko nya bagus
Tempatnya nyaman
Produk daster nya lengkap segala ukuran ada …",2024-08-14
Komala Sari,Variasi sayurannya lumayan lengkap dan beragam. Untuk harga juga suka dapet murah meriah...,2024-08-14
yulia putra,"Pasar Kotagede adalah pasar yang sangat fleksibel bagi para pedagang..karena kalau pagi pedagang sayuran dan macam lainnya berdagang di sini,kalau siang gantian para pedagang es dan lauk lainnya,kalau sore banyak pedagang Snack dan …",2021-10-14
Rafsanzani Bunga,Jajan disini murah2 bgt! Tapi kalau mau kuliner yg lengkap datangnya dari jam 3 sore yaa. Karena kalau pagi lebih banyak yg jual sayur mayur dan bahan pokok masakan.,2022-10-14
Erick Zayn,Pasar tradisional sangat membantu bagi masyarakat yang sedang membutuhkan bahan pokok semua lengkap tiap hari pasar selalu ramai pengunjung,2024-07-14
Toni Afrianto,"Perlu di tata kembali.. Saat mobil berpapasan dari barat ketimur,sudah di kasih rambu tetep saja gak lihat, harus ada yg jaga",2024-08-14
Sony Adam Saputra,Pengen dawetnya di depan pasar. Mana ada tiga penjual. Rame semua. Emang sih pas banget lagi panas-panasnya. Akhirnya beli yang dawet Jepara. …,2023-10-14
Andi Nugraha,"Sering banget beli jajan nih di Pasar Kotagede ini, mulai dari cemilan, lauk makan dan terakhir ini nyobain bakso yang selalu rame kalau pas buka. Hehe …",2023-10-14
Wilson .A,"Pasar yang cocok untuk cari jajanan tradisional, banyak macam kue terutama dibagian luar pasarnya",2024-09-14
Amilatun Solekha,"Tersedia banyak kebutuhan pokok dan jajanan, sangat nyaman dan lengkap. Tersedia banyak sayuran, bahan makanan, buah-buahan, baju, sandal, peralatan rumah tangga dan lain-lain",2021-10-14
Bongchanssi by Nia,"Di pasar Legi ada mie ayam pak min yang lumayan enak, tempatnya di pojokan. Kemarin pesen 5 porsi mie ayam bakso, 6 minum plus tambah pentol 2 total 90ribuan. Baksonya enak dan daging, ayam di mie ayamnya banyak dan potongannya gedhe2",2023-10-14
Awanstyy,"Tempat yang pas untuk mencari berbagai jajanan dan kuliner, mau cari barkas mau elektronik pakaian segala perlengkapan Rumah tangga juga tersedia",2024-07-14
Putri Hafisyah,Ternyata kalau sore banyak kuliner dari makanan berat sampai jajanan. Huhu perlu di sempetin main-main ke sini. …,2021-10-14
Dinar Surya oktarini,"Di pasar kota gede kami bisa temukan jajanan pasar dengan harga yang super murah dan beragam, kotanya masih cantik dan asri dengan bangunan lawasnya. Kamu bisa bwrfoto eksotik di sekitaran pasar kota gede. Tak hanya itu kamu bisa menemukan …",2020-10-14
MakanMinumIndonesia,"Pasar yg merypakan Cagar Budaya ini Menggunakan pasaran LEGI.
Tepat pada pasaran Legi, tempat ini ramai sekali dg pedagang burung dan barang lainnya , tapi dimasa Covid ini,pasaran LEGI diliburkan. …",2021-10-14
