Nama,Ulasan,Tanggal
epan id,"Pasar yang mulai pudar kuncarane 💔
Padahal barang²nya lumayan lengkap, harga juga relatif murah.
Disini beli pakaian &  sepatu …",2024-09-30
Viera Lay,"Pasar klithikan, segala macam onderdil,dan perlengkapan aksesoris hp, komplit dan menarik, untuk harga berfareasi di bawah standar,",2024-08-14
dui hadi,"Aslinya disini si ga beli apa2,cuma muter2 aja.
Tp disini asli tu komplit dan tertata rapi kiosnya.
Mantap",2024-09-14
Agus Supriyanto,"Mau cari barang kekinian sampai barang antik ada disini. Mau cari helm, sepatu, baju, orderdil motor, jam tangan, hp, elektronik ada semua. Ya kalau pinter nawar dapat harga murah, enggak di tawar saja harga sudah murah sih",2021-10-14
Helen Sonya,"Waaaaa yang suka beli camera analog atau barang barang unik n tua gitu , gw sarani coba ke sini dl utk toko camera analog biasanya buka jam 7 mlm gt , gk cuma barang unik n tua , bnyak toko spearpart motor , toko baju , toko sepatu , toko jam tangan, dll",2018-10-14
irkhamudin Pandhawa,"Lucu juga di pasar klithikan pekuncen ini. Barang rongsok menurut kita, disana dihargai mahal. Ya walaupun jualnya kita tetap semurah mungkin. Semakin antik semakin mahal intinya. Dan kita harus pandai menawar agar tidak terjebak harga mahal.",2021-10-14
Samuel Wicaksana Jati,"Bagus tempatnya, mayan untuk jalan jalan cari barang bekas",2024-04-14
Suwarni Arni,"Tempatnya yg dipinggir pesawahan yg asri, sejuk, ada penginapan juga bagus n nyaman untuk mnginap. Dan disini juga menyediakan paket pembelajaran membuat gerabah yang tergabung atau tidak degnan paket vw",2020-10-14
Riza silfia,"Tempatnya bersih, dan mudah mencari barang yg kita inginkan",2024-08-14
Ayu Narlina,"pasarnya lengkap ada ada celana, kaos, helm dan perlengkapan motor",2023-10-14
Bagus Aldrian,Cari spare part baru dan bekas lumayan komplit,2024-10-08
Roni Abdillah,"Pasar Pakuncen Klitikan adalah pasar tradisional yang berada di Daerah Istimewa Yogyakarta, Pasar ini menjual berbagai kebutuhan rumah tangga, pakaian dan yang lainnya. Selain kebutuhan rumah tangga, agan² kalo mau nyari sparepart motor …",2018-10-14
Darsono Pramono,"Menyediakan Mahar nikah. Peralatan retro dan vintage , kristal. Uang koleksi, stuff jadul dokumen , manuskrip, lukisan dan lain2",2019-10-14
EX_ ORIDER,"Mau cari sparepart ory copotan,  variasi segala motor,  helm,  baju,  tas, pokoknya lengkap deh,  tinggal gasssken kemari",2022-10-14
Kribobo_greng 78,"Pasar lumayan besar dan banyak juga kios yang terissi, parkiran lumayan luas dan aman, barang yang ditawarkan juga lumayan banyak pilihanny, untuk harga tergantung pembelinya sendiri si, lokasinya strategis, dekat dengan pusat kota juga",2022-10-14
Ardi Mahendra Gunadi,"Sepatunya bagus bagus, berkualitas dan nyaman digunakan, variasinya banyak, penjualnya ramah2.",2023-10-14
Ahmad Ahzudin,"Tempatnya bersih , banyak tempat sampah jadi bersih , tempat a tertata rapi , pokok a keren deh , bersih , ramah murah murah ( bagi yang pinter nawar bakal dpt yang murah wkwkwkw ) pokoknya pinter pinter nawar aja",2019-10-14
yulfit hermansyah,"sangat beragam banyak yg di jual disana, harga tentunya sangat sangat terjangkau, ada yg baru ada yg bekas juga lo",2024-06-14
Roro Condro Kirono,"Pasar klithikan sekrang lebih modern dan pilihannya lebih lengkap. Lingkungan pasar sudah semakin bersih, berbeda demgan sebelumnya. Harga barang juga bisa di nego wajar. Cari barang antik juga ada.",2020-10-14
Tita Aya Savitha,"-Waktu saya ke pakuncen ada yang jual durian dari harga 10.000 dan rasanya mantap.
(Waktu musim saja) …",2024-01-14
Tria Iska,Barang2 bagus.. Suka banget waktu kesana banyak pilihan dan rekomend buat variasi motor.. 🔥 …,2024-04-14
romadhon hariyanto,Dulu khusus barang2 kuno tapi sekarang byk juga stand yg jual barang 2 baru,2018-10-14
Agung Santoso,Nyari beragam barang keperluan motor banyak tersedia dsni,2024-05-14
Enggar Rachma,"Kali pertama mampir disini. Lumayan seru, banyak pilihan barang-barangnya, bersih, dan terorganisir. Tambah lagi, jika beruntung bisa dapet harga murah.",2019-10-14
Mas Harry,"Nice place, eventhough it's closed in Aidil Fitri Mubarak 1444 H / 2023 M. I've been here once. You wanna find pre loved stuff or the new one? Come to this place...",2023-10-14
FAUL HUDA,"Nyari barang seken, hp, part motor ..murah2 ada disini",2019-10-14
Afina zakiyah,Nano sport massage&fisipterapis produk Aloevera ada hidro terapi,2024-07-14
Tony Boster08,"Pasar klitikan jogja ...ini adalah pasar yang buka dr pagi sampai malam.Di pasar ini saya biasanya mencari alat alat asesoris motor.Dan tidak hanya itu,di sini jual dari pakaian perlengkapan modif motor baru atau se2nd.barang antik se2nd.juga ada wes pokokke lengkap.",2022-10-14
Rino Prihantoro,"Ada banyak barang bekas dan baru, semuanya ada",2024-07-14
Mari Masak,"tempat buat nyari barang² baru dan second.. aksesoris motor kobil.. peralatan teknis.. hp juga ada.. baju celana topi dan perlengkapannya jg ada.. sampai barang² collector item semacam uang kuno atau perangko.. rekomended datang abis maghrib, enak adem dan sudah buka semua.. jangan lupa nawar yaa",2024-01-14
Aryo Dwipanggo,"Sangat lengkap dari Spear part motor sampai segala jenis pakaian serta aksesorisnya ada semua, serta harga yang dapat ditawar/nego",2019-10-14
Joni Wyln,Pasar yang lumayan lengkap dengan kualitas yamg lumayan. Banyak barang bagus dengan harga yang relatif rendah.,2018-10-14
Afdhol Basil,"Tempat cocok cari barang-barang murah
Barang komplit dan tempat nyaman",2021-10-14
Dhani Wijanuari,"Rame, cari baju celana jam helm spare part motor...",2021-10-14
03 Al FIAN RIXI ATMAJA,disana ada yang jual-beli helm bekas nggak ya,2024-07-14
Mbah Jowi,"Molai menggeliat pasar klitikan ternyata penjual tiap aolet / kios ramah ramah
Untuk harga biasa nego  tempat bersih penerangan bagus papan petunjuk juga ada semangat semangat saudaraku ...",2021-10-14
sutriyana 45,"Pasar tempat berjualan barang bekas segala alat kendaraan bermotor, mobil, rumah dan peralatan rumah tangga. Ada juga elektronik, alat olahraga dsb... Harga sangat terjangkau dikarenakan lebih miring dari harga yang seharusnya. Silahkan kunjungi Pasar Klithikan Pakuncen Wirobrajan Yogyakarta.",2023-11-14
Toto Hargianto,"Tempatnya luas, parkir lenggang. Sayang pedagangnya tinggal beberapa yg buka",2024-04-14
Ridwan Luhur,"Pasar bersih dan tertata, menawarkan berbagai barang, ponsel (handphone/smartphone), softcase, alat charging, barang antik, uang kuno, koin kuno, mahar nikah, stiker, onderdil, baju, celana, jaket, sepatu, jam tangan, tas, dan banyak lagi..",2019-10-14
Muhammad Yusuf,Tempat cari barang antik atau baru semua ada,2024-08-14
Arry Trisna,"Keren👍👍 semua barang ada dari onderdil motor helm,handphone, barang antik dan kuno,sepatu,jam dan pakaian(msh baru bukan pakaian bekas)lengkaaaap semua tersedia …",2018-10-14
Daffa Irvan,Pusat jual beli barang bekas maupun baru di jogja atau di sebut klithikan.menjual berbagai macam sesuatu barang dan juga ada toko handphone di lantai atas,2020-10-14
N.R.A Chanel,"Pasar tradisional jogjakarta
Banyak penjual berbagai produk jenis apa saja ada disana",2018-10-14
Ahmad Hakim Nizami,"Surga pasar second baju, sepatu, sparepart motor & mobil",2023-10-14
wawan setya,"Abrak lengkap, bisa sewa klinting, kostum, topeng",2024-05-14
dimas salamon,Lengkap untuk mencari sparepat motor second,2024-07-14
Umi Hariyani,tempat cari barang second oke pokoknya,2022-10-14
Reina Dev,"Pasar klithikan luas parkirnya, sekarang beda ..lebih sepi dan banyak yang tutup toko belum buka.
Barang bekas murah dan lumayan bisa dipake
Bisa reparasi kompor",2023-10-14
budi sulistiyono,Tempat penjualan barang2 yang anda butuhkan mendadak. Saya beli helm di sini mendapat harga yg terjangkau.,2024-01-14
SMC EXPLORE,Dulu sangat ramai. Sekarang beberapa kios mulai sepi. Tp masih menawarkan bernagai barang yg kita butuhkan dengan harga yg sesuai dgn harga pasaran umumnya,2023-10-14
Fast Zee'10',"Mudah mencari pakaian,hp,helm,sepatu part sepeda motor, elektronik dsb dgn harga sangat terjangkau",2024-02-14
Heru Pawaka,bs cr brg2 dr yg br sampe yg bks hrg mrh & kwalitas bgs,2020-10-14
Itok Kristianto,"cocok buat anda yang ingin mencari barang-barang bekas, namun sekarang tidak sebanyak dulu. lebih didominasi jualan baju, aksesoris kendaraan (ada yang bekas, tapi dominan baru), helm, dll. Tempatnya cukup bersih dan nyaman sekarang",2023-10-14
Travel surya,"cari barang bekas degan harga murah, jual hp juga cepat",2023-10-14
Diana Sutopo,Marai yg mau servis shock bergaransi,2024-06-14
Slamet Waluyo,tempat nya indah sejuk    maskipun aku baru mau coba     tapi dari luar udah kelihatan kenyamanan nya,2020-10-14
Galaxy Ace,"Tempat yg bagus buat belanja kelas pelajar, mahasiswa dan anak muda.......harga murah di banding di distro.....klitikan OK",2018-10-14
Joyolaxban Jogya,"Saya coba cari peralatan motor ada komplit,cari pakaian juga ada bagus""
Apa lagi cari Hp juga banyak .klitikan kuncen parkir luas cuman kalau siang agak sepi suasana nya",2023-10-14
aditya rahman,Penasaran.... Dan trxta banyak penjual barang2 kuno dan modern... Dateng malam jam 7an msh banyak ruko yg tutup... Smg menjadi perhatian bagi pemerintah daerah.,2023-11-14
NAURA FEISYA RAFANDA,"Menyediakan harga pakaian murah murah,tas,underwear,bunga hias,jasa hias hantaran,mukena,pakaian ank atau dewasa..walaupun tempatnya kecil tp terjangkau",2023-10-14
Mamad Sugandi (Gandy),"Enak aja belanja disini. Parkir aman, dan banyak varian objek yang bisa dibeli.",2024-03-14
Suradi Jogja,Mau cari hp segala merek ada murah meriah datang saja tinggal pilih,2024-02-14
La_ Tofan,Cocok nih buat yg suka nyari bahan buat modif roda dua nya.,2021-10-14
Mr Cholis,sepi sekarang banyak lapak tutup,2022-10-14
yanz PRO,"Harga bersahabatlah, hrs pandai memilih barang dan teliti,soalnya barang second",2024-01-14
Purwo Widodo,Tempat yang cocok untuk berburu barang antik dan bisa dijadikan opsi lain ketika berkunjung ke Yogyakarta selain Malioboro dan kawasan kota.,2024-01-14
Tami_Setia Utami,Lumayan kalau untuk cuci mata lihat-lihat barang. Paling suka bagian barang-barang jadul macam uang kertas dan koin kuno. Atau buku serta lukisan lawas. Pernah beli lonceng bahan bagus dapat murah. …,2023-10-14
reza alrasyid,Tempat jual beli segala keperluan non sembako.. Lengkap dari yang bekas hingga barang baru juga tersedia..,2019-10-14
tarrega prakoso,"Tertata , rapi , bersih , boleh di coba untuk bertransaksi di azzil phone cell. Amanah, dan sangat membantu untuk pemilihan handphone yg berkualitas.",2023-10-14
Elisabeth Kadar Purwanti,Pasar klithikan yang identik dengan barang bekas pakai.... Tapi jangan salah ya... Disini juga ada barang branded kalau kalian pinter milih,2021-10-14
Eddy Dozaa,Pasar murah ² buka sampai jam 10 MLM,2024-05-14
Idris Herdiana,Sekedar liat liat unik juga pasar loak terpusat,2024-06-14
Mufidul Qoidul,"Mantep tempatnya
Barang barang antik lengkap
Tapi terkadang buat harga sepatu gk ngotak padahal KW",2023-10-14
ika wahyu,"Banyak barang2 second yang masih bagus, gk hanya barang second baju, helm jam tangan ada juga yang baru, harga di jamin murmEr tempat jga lumayan bersih",2023-10-14
wanto 12,Sedih banget skrg sepi 🥲 …,2024-09-14
Mas Ian,Lumayan komplit dapet knalpot 2nd mio soul 2008 crb,2024-01-14
Penulis Nusantara,"Bersih, rapih tertata dan lengkap sarana penunjangnya (toilet umum, parkir, rumah makan dan bangku-bangku tunggu belanja).",2023-10-14
Tata PaNda,"Semoga semakin banyak pembeli yang datang, mari berbelanja di pasar klithikan!👍 …",2024-09-23
Nugroho Megantoro,Pasar yg menjual barang2 bekas maupun baru dan yg pasti dengan harga yg terjangkau,2017-10-14
Syira Simorangkir,"Tempat hunting utk nyari segala barang bekas atau baru.. Parkir tersedia.. Ksni buat nyari pemberat timbangan, & ada bapak"" yg baik nganterin buat nunjukin tmpat yg jual.. Hrus pinter"" nawar jg yaa 😉 …",2023-10-14
Miss Riri (RIRI),"Salah satu alternative untuk Warga Yogyakarta yang ingin berbelanja seperti baju, celana, kaos, helm, aksesoris, tas, perlengkapan sepeda motor, sepatu dan beberapa jenis kebutuhan lainnya. …",2022-10-14
Kristian Simamora (Kristian),Tempat jual beli barang bekas...  Harga sangat bersahabat,2019-10-14
Vidi Raharja,"Wah. Tau ga kalian tempat yang paling banyak dikunjungi anak muda jaman sekarang untuk beli barang seperti sparepart motor, baju, celana jaket dan lain lainnya disini loh tempatnya. Pokoknya rekomendasi banger deh. Buat kalian yang murah …",2021-10-14
Iwan Budiantoro,Pasar kotagede adalah pasar tradisional..tp..kalau mau beli kebutuhan pokok semuanya ada..jajanan tradisional juga ada...pokoknya ibu2 yg belanja diantar suami..suami bs nunggu sambil duduk2 menyantap hidangan soto dll tentu saja dgn harga yg terjangkau..ayo jangan lupa ke pasar kotagede jogjakarta...,2022-10-14
Puguh Asnawi,"Dulu suka sekali kesini, barang bekas yang masih dicari disni dulu sangat mudah, tetapi semakin kesini ya sudah mengikuti zaman, barang baru maupun bekas tersedia disni, suka otomotif disini bisa kalian cari sparepart yang kamu butuhkan. Atau yang suka fashion, disni boleh dicoba harganya juga murah asal bisa nawar.",2022-10-14
Okfiady Tamba,buying and selling place. various. from basic needs to non-basic needs. a must visit place. greetings from the archipelago. always healthy for us and blessed.,2024-01-14
M Misbakhudin,"Rekomendasi buat kalian yang cari baju, aksesoris motor,servis hape, sepatu yang murah meriah,,,,pasar ini juga buka sampai sekitar pukul 10 malam..",2023-10-14
Wulansari Handayani,"""tempat luass....bersih...gak panasss...barang barang baruu.....bisa.ditawarrr......😁😁😁😁 …",2022-10-14
ayik ardani,"Aku dapat baju bagus disini, tapi dapat harganya sama kayak OB sih, tapi gapapa.",2023-10-14
Kusuma Yudha,"Komplit neh, buka agak siang. Tutup jam 21.00",2022-10-14
Heru Istyawan,"Mencari barang bekas berkualitas dan baru disini tempatnya, yang menarik ada menjual uang kuno dari Indonesia dan negara lain komplit dari yang berbahan koin logam dan kertas dijamin puas silahkan datang dan buktikan",2023-10-14
Ariz Zaki,tempat cari barang bekas/jadul/vintage yang banyak macemnya. bisa dapet harga yang oke kalo di toko yang tepat sama jago nego😁. kadang ada acaranya komunitas juga …,2023-10-14
SHetya SHamsonutama (Tyo),"Bukan hanya pasar klithikan/barang second saja yg dijual di dalam pasar di tengah keramaian kota,akan tetapi juga menjual barang²)dagangan dari yg lunak hingga yg keras dari yg kecil hingga yg besar 🤣🤣 pokoknya komplit, …",2022-10-14
Erlianto Adhi Nugroho,"Tempat untuk cari barang2 antiq, jadul atau bekas yang masih layak. Juga ada jual barang baru.",2019-10-14
Febrian Aji Pangestu,"berbagai macam barang tersedia disini, pakaian lengkap, aksesoris ada. barang elektronik tersedia. sparepart motor dari yang bekas sampai yang baru juga ada. bukanya sampai malam pula. hati hati khilaf inget isi dompet.",2021-10-14
Muhamad Kharisma Ramadhan,"harga terjangkau, barang cukup lengkap, namun kadang nemu penjual yang kurang ramah,,",2023-10-14
Bayu Jati Raharja,Pasar mulai sepi pengunjung dan banyak ruko pada tutup,2024-04-14
Chacha Dwi Armadania,"Bisa cari berbagai barang cowok di sini. Mulai dari baju, jaket, celana, dompet, sepatu sampai helm & aksesoris motor. …",2022-10-14
Muh Rosikhuddin,"Pasar pakuncen ini tempat untuk mencari barang berkas khususnya sparepart motor. Dari yang masih baru sampai yang sudah tinggal sekali pakai, hahahahaa. Tapi untuk mencari barang di pasar ini haruslah sabar dan teliti. Karena tempatnya yang …",2020-10-14
Pamoedji Winoto,Tempatnya bersih rapi dan segala yang kita butuhkan ada lengkap.,2023-11-14
Raka Nur Sanjaya,"Fasilitas:
- Parkir luas
- Barang bekas lengkap dan murah …",2021-10-14
Anjani Pangestuti,"Nyari body motor harga lumayan murah, kesana pas siang sekitar jam 11an, pedagangnya belum pada buka 😁 …",2022-10-14
Fadhyl M,"Tidak ada plang atau tanda, jadi kalau sudah masuk jalan HOS Cokroaminoto dari selatan pelan pelan sampai ada zebra cross lihat ke arah kanan jalan. Elektronik hp ada di lantai 2, di bawah juga ada beberapa di bagian depan. Lantai 3 kosong. …",2020-10-14
Rofiq Basalamah,Cuma Ndak pembeli pada tidur,2024-05-14
Ipung R1516,"Menyediakann berbagai macam kebutuhan Modifikasi, Elektronik, Dan Pakaian.. jika bisa bernegosiasi dengan pemilik toko,, akan ada harga yg lebih terjangkau.",2022-10-14
Craxells Hubie,Banyak sekali koleksi barangnya. Tempatnya rame. Ada taman kecil ditengah juga ada semacam taman bisa untuk nongkrong dua orang. Saya beli sepatu disini juga tidak mahal. Harga standar. …,2019-10-14
arun agus,Sangat memuaskan,2024-06-14
Lisa,Pasar loak 1 ini tempatnya mencari segala sesuatu yang bekas tapi bermutu banyak penjual barang bekas yang menjual aneka barang bekas .. jika beruntung dan pintar memawar anda bisa mendapatkan speaker JBL original dengan harga sangat …,2020-10-14
Saleh Susantyo (Eh - San),Pasar klitikan kuncen...aneka barang bekas dan baru ada disini...5 menit dari malioboro...jika beruntung mungkin dapat barang langka dengan harga murah...soal harga semua bisa nego karena tempat ini adalah pasar bukan toko....monggo selamat  belanja di kota gudeg yg penuh keunikan dan keistimewaan...,2022-10-14
Galang Putra,"Pasar klitikan pakuncen udah bukan pasar rongsok aja, sekarang mayoritas para pedagang menjual barang-barang baru. Dari mulai handphone, alat - alat musik, spare part motor, kaca mata, celana dan pakaian, sepatu dan macem - macem lah, …",2019-10-14
Royke pelajar musik,"Sesuai namanya,, bs liat2 beraneka barang2 yg ditawarkan. Lumayan murah,, jangan lupa pake nawar.. hanya liat2 juga menyenangkan.",2022-10-14
Iqbal Azhar,"Anda bisa cari Sperpart sepeda motor, kaos celana jaket topi sepatu, helm dan masih banyak lagi. Parkiran luas, bisa di depan atau disamping. Buat motor parkir 2rb, ada ATM bro link juga di depan. Ada angkringan di belakang pasar dekat parkiran motor",2020-10-14
Endah Tofani,"Beli helm cargloss warna merah doff di sini, mas penjualnya ramah. Dari harga 275rb jadi 260rb.
Parkir 2rb. …",2021-10-14
Syaida Tinna,"Baju2 cowoknya bagus, ad banyak onderdil jg disana, ad service eleltronik jg, sandal dan sepatu jg ad, ramenya biasanya malam, terus kebanyakan pengunjung cowok, malam biasanya baru rame, pernah kesana sore jam 3-an buat beli sandal gunung, masih agak sepi",2020-10-14
Sudarwanto Wongsodiharjo,"Beli barang sekenan, maupun baru dengan harga terjangka.
Kini sudah mulai sepi, beda saat tahun² pertama dulu",2023-10-14
widyatmoko moko,"Pasar klitikan pakuncen surganya variaso motor. Tumpah ruah disini bisa pilih sepuasnya. Dan yang asik juga untuk harganya ramah.
Bisa ditawar juga tapi gak banyak sih soalnya harganya sudah cukup murah",2022-10-14
Suka Budi Raharja Putra,"Nyari headlamp, dapet harga miring 👍 …",2019-10-14
jodypriyo sambodo,"Barang yg apik walau seken jg ada yg br..dgn opedagang yg ramah ,psr klitikan  tertata apik ,dgn  bisa tawar menawar yg wajar ... pokoke Nggak Nyesal datang ke sini Guys,👍👍😇🙏😇🤝 …",2022-10-14
Gregorius Seta,"Surga barang bekas (dan baru) tapi saya lebih tertarik berburu barang bekas di sini. Bisa sampai berjam-jam kalau di pasar ini. Mulai asyik kalau belanja di atas jam 5 sore, toko sudah lengkap, buka semua. Harga miring dan bisa dinego. Tinggal pinter-pinter cari barang aja.",2018-10-14
Fabio Dinasti,"Sebagai pendatang, saya merasa terkesima dengan pasar klithikan. jarang jumpa di daerah² lain yg mana ada pasar bukak sore sampe malam. Pasar yg menjual asesoris atau sparepart motor dengan banyak pilihan.",2022-10-14
Malik Daffa Abdillah,Kamera analognya gak terlalu banyak pasar klithikan pakuncen,2021-10-14
Fikri Hawari,"Pasar klithikan, banyak yang menjual aksesoris motor  dan juga topi . Untuk harga sangat menyesuaikan. Tempat nya bersih. Mantap",2023-10-14
ali ubaidillah (alioebaid),"Iki panggona enak banget kalo mau nyaci berbagai macam.kebutuhan dengan harga sik dibawah rata-rata. Barang yang dijual juga unik dan aneh-aneh..dari barang jadul dan bekas sampai barang terbaru ada..barang asesoris kendaraan, barang antik, …",2018-10-14
Irfan Febrian,Lengkap semu ada apalagi kalo untuk barang barang bekas sperpart motor mobil dll harus pintar pintar nego dan sabar nyari muter muternya lumuayan cukup agak luas,2022-10-14
Ishak,"Buat kalian yg lagi caribareng2 bekas mulai dari hp,alat2 rumah tangga, baju baru dan bekas ..semua ada d sini dengan harga bervariasi...yg penting pandai2 nawar... Sepatu baru dan second juga banyak... …",2019-10-14
Kaskus Fourus,"Murah murah. Ksini aja kalau cari brang2 kw indo mcem sendal, jaket, kemeja, sepatu. Ada saperpart otomotif dr bawaan sampe yg modifan. Banyak juga jam topi tas dompet. Murah2 harganya",2018-10-14
Adnan Aryhatman,"Pasar yang menyediakan kebutuhan di rumah. Tapi bukan kebutuhan memasak lho ya.. Di sini tersedia berbagai macam barang dan benda yang anda butuhkan. Mulai dari hape, aksesoris motor, tas, sepatu, dan masih banyak lainnya. Harga yang …",2019-10-14
Joseph Ade Sutopo,"Tempat toko toko hp,jam,kamera jadul,barang barang vintage , baju celana jaket ,tas, onderdil motor bekas/baru, aksesoris motor sport, thailook, klasik, helm fullface halfface, bogo dan lainnya. Ada beberapa barang yang masih bisa ditawar. Parkir 2.000 untuk motor",2019-10-14
nur satya,"Berbagai macam barang bekas ataupun baru ada disini.
Onderdil motor/mobil,,baju,,sepatu,,jam tangan,,topi,,keris,,cd ,elektronik seperti tv tape kipas,,berbagai macam helm,,alat pertukangan semua ada disini baik …",2019-10-14
Bambang Sodikin,Yaman bagus dan terjangkau,2024-07-14
Susan Bawairi,"Anda mencari barang unik?
Atau mencari onderdil/sparepart motor?
Mau beli sepatu sport, formal, atau santai? …",2018-10-14
Banik Putriana,Mau cari apa pun ada!,2021-10-14
Dzulfiqar Ghalib,"kalo mau cari part motor yang murah , disini juaranya dah , kemaren kemaren dapet spion jalu cuma 100k , di salah satu toko yang lumayan besar , barang"" lainnya juga ada , ya macem pasar tradisional kaya di kota"" lainnya aja , tapi lebih terkenal surganya aksesoris motor",2018-10-14
Irvan Kristanto,"Barang baru dan bekas semua tersedia disini, sparepart aftermarket untuk motor banyak pilihannya.
Skill pernegoan sangat diuji di tempat ini😂
Sekian dan Terimakasih …",2020-10-14
Nur Hadi,Pasar Kritikan Pekuncen.  Kemaren abis belanja helm disana.  Tempatnya cukup luas.  Dan rapi.  Agak lengkap semua peralatan anak motor.  Batang banyak ori dan kw.  Silahkan memilih sesuai keinginan dan budget,2019-10-14
Rokhmat Faozi,Bersihh tentunya parkir luas kok. Yang suka bikin motor tambah ganteng bisa lah cari part atau accecoris di sini.oh ya ttup  max jam  9.30 ya sob.,2021-10-14
Vega Agusta,"Cari barang baru atau bekas disini sangat lengap, baju, aksesoris motor baru dan bekas, aksesoris mobil baru dan bekas juga ada. Cari pakaian baju, jaket, topi, tas cowok atau cewek. Jam tangan, serivis juga ada. Peralatan kunci-kunci motor dan mobil juga ada.",2021-10-14
tratiana febri,"Salah satu tempat atau pasar di yogyakarta. Dolantai satu bisa dijumpai pedagang baju, celana dll. Dilantai satu juga terdapat berbagai macam kebutuhan motor atau accecories motor. Penjuakan barang-barang bekas mauoun baru juga tersedia. …",2019-10-14
Ade Yoga,"Cari baju,celana,alat2 motor,helm,stiker,gitar,bahkan sampe parfum pun ada disini, menjual produk bekas dan baru, sangat bermanfaat ketika kita mencari alat2 perlengkapan motor yang belum tentu ada dibengkel",2018-10-14
Agung Bernard,"Salah satu tempat yang perlu dikunjungi di Jogjakarta, dimana terdapat barang-barang baru maupun bekas yang dijual dengan harga yg sangat terjangkau. Seperti berbagai jenis pakaian kekinian, berbagai jenis handphone baru/second, berbagai macam sticker skotlet, sampai spare part untuk modifikasi motor roda dua.",2020-10-14
Yayah iptiyah,"Banyak barang sparepart motor, acesoris merk rcb, cat semprot SHOGUN, saporo",2023-10-14
Burhanudin Warangan,"Bagus untuk mencari pakaian alat musik dan aksesoris motor tempatnya cukup tertata dan indah apalagi kalo malem, menghabiskan waktu sambil blanja barang kesukkan mungkin di sini tempat yang cocok",2020-10-14
Batam Urban Ornamental Plants Shop,"Bagi Anda yang sedang mencari barang2 2nd alias secound atau bekas disininih tempatnya. Tapi mesti kalian ketahanan dulu guys, kalo ni tempat blanja jam 5 sore keatas. Sebaiknya kalian datang jam 8 malam. So pasti rame,kecuali cuaca hujan",2019-10-14
Rifandi K,"Tempat berburu barang"" yang murah dan lengkap",2020-10-14
luluy 32,"Menyediakan berbagai macam alat pertanian, elektronik bekas, accesories otomotif, fashion pun ada dan masih banyak yg lain nya",2022-10-14
bayu aji,"Belanja onderdil motor serta aksesoris, harus jeli dan bisa menawar 👍👍👍 …",2023-10-14
Afit Santosa,"sudah tidak seperti pasar klithikan lagi, berbagai macam alat bengkel, alat pertukangan, beberapa alat pertanian ada disini. sparepart motor bekas yang sudah jarang di dealer resmi bisa didapatkan disini, biasanya dari motor rusak. berbagai …",2019-10-14
Ronald radhandima,"Salah satu tempat perbelanjaan atau pasar yang menjual berbagai macam barang baru dan bekas mulai dri speaetpart, asesoris variasi motor, alat elektronik komunikasi, pakaian, spatu, alat pertukangan, mebeler, asesoris kecantikan dan …",2019-10-14
Taufik Nur Fatoni,"Tempatnya jual beli barang baru atau bekas, bisa tawar menawar, ada sparepart motor, pakaian, helm, sepatu, jam, handphone, elektronik dll",2022-10-14
Vinus Soepardjo,"Boleh dibilang pasar tradisional, tp yg dijual disini bukan sayuran dll. Karena yg djual disini adalah macam"" onderdil mulai dari sepeda djadoel sampai mobil ada. Ada juga uang djadoel, tas, sepatu, sendal dll. Coba deh masuk dan nikmati sensainya....🤗🤗🤗 …",2019-10-14
Hardi Zul Fadli,Lengkap sekali barang barang yang di jual di sini. Hampir semua ada. Dan harganya pun berfariasi. Dan sangat terjangkau bagi semua orang yang berbelanja di sini. Penjualnya pun sangat rama rama.,2021-10-14
sigit heri,"Harga disini murah, dan masih bisa ditawar, cari apapun ada disini mulai dari baju,celana,jaket, macam-macam tas, dari tas untuk traveling sampai tas gunung, barang antikpun tersedia, butuh uang mahar untuk nikahan, butuh alat bengkel, …",2018-10-14
aji basudewa,"Tidak ada orang jogja yang tidak tahu pasar klithikan pakuncen. Tempat dimana mencari segala sesuatu dari yang mulai hobby otomotif, smart phone, fashion, barang bekas dll. Penjual yang ramah tamah, harga dapat di tawar, kualitas tidak kalah dibandingkan barang branded mall.",2017-10-14
Jamal Fathoni,"Menyediakan berbagai barang rumah tangga, elektronik, peralatan pancing, dan masih banyak lagi, pelayanan yang ramah, harga terjangkau, tawar menawar, di area kota",2021-10-14
Anang Febru Suhengki,"Cocok jika mimin mau cari barang antik, hp jadul, lawasan, spare part motor, akik, tombak, keris , guci, lukisan jadul, dll. …",2020-10-14
Putry Melan,"Buat yg mau cari barang bekasan, mau dari elektronik, atau barang baru sepatu atau pakaian gitu wajib kesini sih.",2023-10-14
Gita Indriani Syafitri,"Tidak bisa berkomentar banyak. Oh iya, mohon diperbaiki pos informasi / pos security. Sound-nya waktu itu tidak bisa digunakan (tidak berfungsi) karena alatnya kena hujan atau kena bocor.",2022-10-14
Rizha Sofiana,"Tempat belanja barang barang bekas,,eh tapi kebanyakan baru hehehehe,
Klo ke sini pinter pinter nawar ya!! klo masalah barang dagangan disini komplit lah.",2023-10-14
Muhammad Nagib Ba'abud,"Pasar dengan aneka ragam dagangan, mulai dari pakaian, onderdil,keperluan rumah kendaraan dan lainnya",2019-10-14
kang. Dirman,"Makin lengkap saja.. tidak hanya barkas, tapi ada juga barang baru termasuk fashion, jossssh! 👍🏻 …",2022-10-14
